unitid,cohort,Rate,iclevel,control,hloffer,locale,instcat,c21enprf,cbsatype,GrantRate,GrantAvg,PellRate,LoanRate,LoanAvg,InDistrictT,InDistrictTDiff,InDistrictF,InDistrictFDiff,InStateT,InstateF,OutStateT,OutStateTDiff,OutStateF,OutStateFDiff,Housing,ScaledHousingCap,board,roomamt,boardamt,AvgSalary,StuFacRatio
194499,,,Four or more years,Private for-profit,Bachelor^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,97.26%,7583.0010941,85.01%,79.98%,5537.0098468,0,0,0,0,12000,1450,0,0,0,0,0,,3,0,0,55203.533333,15.2
194569,23,56.52%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,58.23%,4094.9746835,39.24%,24.05%,1447.1772152,0,0,0,0,15750,1400,0,0,0,0,1,0.0992462312,1,0,0,30000,9.9
194578,790,71.39%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,75.46%,17549.002883,17.75%,32.93%,2201.1111467,0,0,0,0,53566,2024,0,0,0,0,1,1.7921928817,2,10000,4668,107683.11801,9.7
194657,31,9.68%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,98.88%,10766.466292,20.22%,0.00%,0,0,0,0,0,12450,0,0,0,0,0,1,1.390625,1,0,0,,
194666,60,85.00%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,88.80%,8624.9516539,88.80%,0.00%,0,0,0,0,0,9000,0,0,0,0,0,1,3.144,1,0,0,,
194693,21,42.86%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate two-year,Metropolitan Statistical Area,97.50%,7548,20.00%,0.00%,0,0,0,0,0,14400,350,0,0,0,0,1,0.701754386,1,3600,2600,,
194718,,,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,97.06%,8061.1176471,70.59%,0.00%,0,0,0,0,0,8300,150,0,0,0,0,0,,3,0,0,,
194736,36,38.89%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,90.63%,8214.79375,34.38%,0.00%,0,0,0,0,0,8750,500,0,0,0,0,1,0.6037735849,1,0,0,,
194763,93,24.73%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,85.87%,8522.9611307,16.61%,0.00%,0,0,0,0,0,9900,0,0,0,0,0,1,1.2358078603,1,0,0,,
194824,1379,84.19%,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,86.55%,29459.429094,17.89%,44.96%,2755.588254,0,0,0,0,57100,1426,0,0,0,0,1,1.5987277354,1,9119,7260,121135.45918,8.0
194958,236,63.56%,Four or more years,Private not-for-profit,Doctor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,95.83%,19396.033361,35.78%,65.72%,5083.5204337,0,0,0,0,33130,1260,0,0,0,0,1,1.7427325581,1,6888,4414,59993,14.6
195003,2711,70.79%,Four or more years,Private not-for-profit,Doctor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,82.87%,19956.518491,26.58%,52.42%,3142.924918,0,0,0,0,50225,726,0,0,0,0,1,2.0498242396,2,8392,7000,96760.199411,6.6
195030,1400,85.86%,Four or more years,Private not-for-profit,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,73.42%,26880.133875,16.73%,42.59%,1809.5611103,0,0,0,0,58276,1102,0,0,0,0,1,4.8303703704,2,10692,6696,131531.14918,5.3
195049,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
195058,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,40.63%,2125.7750654,22.96%,6.75%,343.44690497,0,0,0,0,5212,908,1,5212,0,0,0,,3,0,0,,
195067,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",City: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
195128,262,62.60%,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,95.20%,21812.166798,40.99%,89.77%,6079.8560189,0,0,0,0,32394,1500,0,0,0,0,1,1.6506493506,2,6430,6872,55901.12,6.4
195155,,,Four or more years,Private not-for-profit,Master^s degree,Suburb: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
195164,390,71.03%,Four or more years,Private not-for-profit,Post-master^s certificate,Town: Remote,"Degree-granting, primarily baccalaureate or above",High undergraduate,Micropolitan Statistical Area,97.06%,21123.098423,27.03%,81.73%,7763.3996737,0,0,0,0,36520,1120,0,0,0,0,1,1.1330868762,1,7716,6760,,
195173,533,52.35%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,93.88%,17331.102797,48.30%,69.46%,5491.7226002,0,0,0,0,27188,110,0,0,0,0,1,15.473684211,2,15300,3800,79766.194175,12.8
195191,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,City: Midsize,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,84.24%,3197.8552972,28.68%,94.06%,6958.7312661,0,0,0,0,21096,1473,0,0,0,0,1,24.1875,2,6000,2300,,
195216,678,81.86%,Four or more years,Private not-for-profit,Master^s degree,Town: Remote,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,96.27%,38239.911404,20.92%,60.44%,3833.0535088,0,0,0,0,59800,420,0,0,0,0,1,0.9652836579,2,8365,7165,90818.9375,6.5
195234,629,58.98%,Four or more years,Private not-for-profit,Post-master^s certificate,City: Small,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,98.44%,17957.40996,41.71%,64.30%,4280.5220098,0,0,0,0,34114,1256,0,0,0,0,1,2.2179487179,2,6903,6880,71414.915385,8.7
195243,272,55.51%,Four or more years,Private not-for-profit,Post-master^s certificate,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,67.68%,15590.081886,22.02%,34.12%,2216.5564516,0,0,0,0,34500,800,0,0,0,0,1,2.4461305008,2,8800,6980,82282.153846,15.5
195289,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,77.63%,2269.3618421,39.47%,74.34%,5068.3355263,0,0,0,0,11456,2836,0,0,0,0,0,,3,0,0,,
195304,353,76.49%,Four or more years,Private not-for-profit,Master^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,85.68%,27547.339009,14.55%,46.83%,2988.6362229,0,0,0,0,58936,534,0,0,0,0,1,1.2018604651,1,10774,5584,87921.695652,7.0
195322,,,At least 2 but less than 4 years,Public,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,33.85%,2455.5143213,26.40%,12.38%,691.58854296,0,0,0,0,4608,916,1,4608,1,300,0,,3,0,0,,
195438,,,Four or more years,Private not-for-profit,Master^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,74.16%,330.7247191,3.37%,0.00%,0,0,0,0,0,10000,600,0,0,0,0,1,1.0595238095,1,3500,4000,,
195474,753,77.42%,Four or more years,Private not-for-profit,Master^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,93.99%,24310.355778,23.99%,65.57%,4113.8832272,0,0,0,0,39925,300,0,0,0,0,1,1.3391551584,2,9545,6680,,
195526,684,83.63%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Small,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,55.34%,25771.89117,15.88%,33.38%,1918.0340821,0,0,0,0,59064,1088,0,0,0,0,1,1.1800731261,1,9500,6568,92193.330855,4.8
195544,507,70.81%,Four or more years,Private not-for-profit,Post-master^s certificate,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,89.47%,13565.498591,33.26%,53.60%,3838.1270817,0,0,0,0,29976,600,0,0,0,0,0,,3,0,0,84120.613924,12.4
195580,,,Four or more years,Private not-for-profit,Doctor^s degree,Suburb: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
195702,,,At least 2 but less than 4 years,Private not-for-profit,Associate^s degree,City: Small,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,66.45%,2704.6193548,45.16%,79.35%,5660.3290323,0,0,0,0,17550,1200,1,4250,0,0,0,,3,0,0,,
195720,552,73.01%,Four or more years,Private not-for-profit,Doctor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,97.77%,18663.548327,27.55%,68.66%,4296.6130112,0,0,0,0,35352,1000,0,0,0,0,1,1.7993311037,2,8336,4684,81952.075145,7.8
195784,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,72.52%,3603.1702413,46.38%,67.29%,6557.5991957,0,0,0,0,17495,580,0,0,0,0,0,,3,0,0,,
195809,3236,68.29%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,64.16%,17774.824763,22.59%,28.77%,1885.0039508,0,0,0,0,43962,1600,0,0,0,0,1,4.9178940771,1,11410,6840,,
195827,,,Four or more years,Public,Doctor^s degree,City: Small,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
195988,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Distant,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Not applicable,38.07%,2146.5843373,30.00%,9.82%,534.54578313,0,0,0,0,5208,1100,1,5208,0,0,1,4.3455497382,1,7516,4600,56067,25.9
196006,231,48.92%,Four or more years,Public,Bachelor^s degree,Town: Remote,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Not applicable,83.99%,7791.1450777,48.84%,63.81%,3912.8783747,0,0,0,0,7070,1787,1,7080,0,0,1,1.5518408802,1,8070,5380,,
196015,126,47.62%,Four or more years,Public,Bachelor^s degree,Town: Remote,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Micropolitan Statistical Area,77.51%,6588.4631646,51.44%,66.34%,4427.5586163,0,0,0,0,7070,1619,1,6760,0,0,1,2.4976,1,8350,5750,,
196024,78,57.69%,Four or more years,Public,Master^s degree,Town: Remote,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Not applicable,73.50%,6404.5717796,46.79%,53.28%,3281.8157248,0,0,0,0,7070,1570,1,3770,0,0,1,1.5483695652,2,7760,5560,,
196033,171,53.80%,Four or more years,Public,Bachelor^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,79.03%,7135.8138528,47.67%,51.85%,2995.965849,0,0,0,0,7070,1606,1,9910,0,0,1,1.4047297297,2,8520,5540,,
196042,542,54.24%,Four or more years,Public,Master^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,50.18%,4141.3041817,33.08%,22.54%,1348.7582429,0,0,0,0,7070,1506,1,9910,0,0,1,16.123176661,2,8170,5300,,
196051,167,35.33%,Four or more years,Public,Bachelor^s degree,Rural: Distant,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,80.45%,7511.2268705,57.08%,66.09%,4033.9766693,0,0,0,0,7070,1671,1,9910,0,0,1,1.7757142857,1,7900,6300,,
196060,2588,66.27%,Four or more years,Public,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,68.49%,6866.1584737,39.80%,48.08%,3042.950311,0,0,0,0,7070,3338,1,17840,0,0,1,1.9196155526,2,9558,5495,,
196079,2583,83.82%,Four or more years,Public,Doctor^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,57.61%,5839.8116933,26.58%,39.38%,2553.531431,0,0,0,0,7070,3320,1,17840,0,0,1,1.9241508927,2,11433,5631,,
196088,3429,73.78%,Four or more years,Public,Doctor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,58.50%,5157.2350937,31.72%,39.20%,2409.9315879,0,0,0,0,7070,3712,1,17920,0,0,1,2.892750616,1,8952,6500,,
196097,2833,77.66%,Four or more years,Public,Doctor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,62.33%,6263.3421988,35.96%,31.08%,1847.6181566,0,0,0,0,7070,3385,1,17920,0,0,1,1.7284069098,2,9908,5590,,
196103,318,76.42%,Four or more years,Public,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,79.99%,6369.7058153,26.80%,39.51%,2418.7075257,0,0,0,0,7070,2136,1,10760,0,0,1,2.8290322581,2,9050,8840,,
196112,347,65.42%,Four or more years,Public,Doctor^s degree,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,75.03%,6412.3184457,39.21%,41.76%,2497.6668155,0,0,0,0,7070,1478,1,10760,0,0,1,2.0808550186,2,8444,4960,,
196121,1141,63.19%,Four or more years,Public,Doctor^s degree,Town: Fringe,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,66.40%,5044.3286691,37.83%,59.58%,3669.3995866,0,0,0,0,7070,1608,1,9910,0,0,1,2.3223781388,2,8983,5630,,
196130,1835,41.20%,Four or more years,Public,Post-master^s certificate,City: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,80.65%,7491.5509646,54.67%,50.18%,3056.3038719,0,0,0,0,7070,1416,1,9910,0,0,1,2.5717804363,2,8506,5880,,
196149,1214,64.91%,Four or more years,Public,Post-master^s certificate,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,63.60%,5457.7440857,29.48%,62.74%,3886.9152813,0,0,0,0,7070,1745,1,9910,0,0,1,2.0331491713,1,8320,5240,,
196158,918,61.98%,Four or more years,Public,Post-master^s certificate,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,86.71%,7832.9756034,40.41%,68.65%,4236.8821697,0,0,0,0,7070,1690,1,9910,0,0,1,1.3123297003,1,7800,5730,,
196167,1327,76.11%,Four or more years,Public,Master^s degree,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,76.58%,5334.2369021,25.43%,47.67%,2915.2364879,0,0,0,0,7070,1857,1,9910,0,0,1,1.4646648468,2,8880,5900,,
196176,1069,73.34%,Four or more years,Public,Post-master^s certificate,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,60.42%,5699.2414734,34.08%,42.17%,2705.7451872,0,0,0,0,7070,1453,1,9910,0,0,1,2.0628517824,1,9494,5000,,
196185,1130,73.98%,Four or more years,Public,Post-master^s certificate,Town: Remote,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,66.49%,6487.3495961,33.89%,50.78%,3062.1059774,0,0,0,0,7070,1716,1,9910,0,0,1,1.9751116784,1,9580,5000,,
196194,1481,66.37%,Four or more years,Public,Post-master^s certificate,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,83.26%,7584.7438933,41.23%,52.78%,3462.7824067,0,0,0,0,7070,1699,1,9910,0,0,1,1.8536111111,1,8990,5650,,
196200,848,49.76%,Four or more years,Public,Post-master^s certificate,Town: Remote,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,85.82%,8951.3251232,46.94%,64.60%,3907.0309641,0,0,0,0,7070,1642,1,9910,0,0,1,1.0467771639,1,8150,5800,,
196219,778,63.50%,Four or more years,Public,Post-master^s certificate,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,70.89%,6608.9480556,36.19%,36.69%,2289.4219444,0,0,0,0,7070,1883,1,9910,0,0,1,1.5859030837,2,9098,5450,,
196228,,,Four or more years,Public,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
196237,372,48.12%,Four or more years,Public,Post-master^s certificate,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,64.54%,5684.8911784,47.39%,23.29%,1367.0719038,0,0,0,0,7070,1309,1,9910,0,0,1,3.8663900415,1,8060,4250,,
196246,962,64.66%,Four or more years,Public,Post-master^s certificate,Town: Distant,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Micropolitan Statistical Area,75.41%,7279.8491453,38.74%,56.47%,3619.6455128,0,0,0,0,7070,1861,1,9910,0,0,1,2.2707423581,2,9440,5300,,
196255,,,Four or more years,Public,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,57.75%,2840.5240642,13.37%,48.66%,4883.8449198,0,0,0,0,7070,733,1,10760,0,0,1,0.4675,3,9935,0,,
196264,87,24.14%,Four or more years,Public,Doctor^s degree,Suburb: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,62.22%,3249.6958994,30.86%,31.22%,2315.7360306,0,0,0,0,7070,560,1,9910,0,0,0,,3,0,0,,
196291,329,73.86%,Four or more years,Public,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,59.96%,4592.6227664,21.64%,43.68%,2854.0145599,0,0,0,0,7070,1452,1,9910,0,0,1,1.0216362407,2,8558,5839,,
196307,,,Four or more years,Public,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,74.63%,5104.2585366,30.73%,55.12%,4819.0390244,0,0,0,0,7070,1006,1,9910,0,0,1,0.8760683761,3,10972,0,,
196389,,,At least 2 but less than 4 years,Private for-profit,Associate^s degree,City: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,46.93%,766.40915033,33.46%,40.39%,712.61960784,0,0,0,0,22725,3316,0,0,0,0,0,,3,0,0,,
196413,3464,82.45%,Four or more years,Private not-for-profit,Doctor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,80.32%,22960.6142,16.92%,37.61%,2418.9792113,0,0,0,0,55920,1671,0,0,0,0,1,1.7463514654,1,9075,7820,111129.77094,6.5
196431,44,4.55%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,92.75%,6524.6042296,65.26%,0.00%,0,0,0,0,0,11000,0,0,0,0,0,1,1.1033333333,1,4200,4000,,
196440,,,Four or more years,Private not-for-profit,Bachelor^s degree,City: Midsize,"Degree-granting, primarily baccalaureate or above","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,87.50%,8303.125,50.00%,0.00%,0,0,0,0,0,6150,0,0,0,0,0,1,0.16,1,0,0,,
196468,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
196565,,,At least 2 but less than 4 years,Public,Associate^s degree,Town: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,21.45%,1369.5839095,17.64%,13.66%,915.32474335,0,0,0,0,5355,1270,1,5655,0,0,1,5.8492647059,1,8400,2652,,
196583,21,9.52%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,95.35%,11482.348837,62.79%,0.00%,0,0,0,0,0,11850,0,0,0,0,0,0,,1,0,3700,,
196592,429,70.16%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority graduate,Metropolitan Statistical Area,74.12%,7297.7154,35.24%,26.72%,2210.2069654,0,0,0,0,18283,625,0,0,0,0,1,13.679900744,2,8000,3000,,
196653,,,Four or more years,Private not-for-profit,Bachelor^s degree,City: Large,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,90.04%,5704.2623547,49.93%,73.11%,5415.818314,0,0,0,0,18340,360,0,0,0,0,0,,3,0,0,59984.222222,25.5
196680,,,Four or more years,Private not-for-profit,Post-master^s certificate,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,16.01%,442.15898899,15.33%,18.34%,1436.1106808,0,,0,,,,0,,0,,0,,3,0,0,,
196699,,,At least 2 but less than 4 years,Public,Associate^s degree,Rural: Fringe,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,30.17%,1954.7824539,19.20%,8.09%,387.30462933,0,0,0,0,4880,860,1,4880,0,0,0,,3,0,0,,
196866,568,84.51%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,84.74%,27878.734544,14.52%,46.12%,2802.2124632,0,0,0,0,61308,351,0,0,0,0,1,0.9946315276,2,8370,6828,104053.35238,4.9
196884,,,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, graduate with no undergraduate degrees",Exclusively graduate,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
197018,478,50.84%,Four or more years,Private not-for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",Majority undergraduate,Metropolitan Statistical Area,99.18%,12745.003633,83.74%,0.00%,0,0,0,0,0,16000,0,0,0,0,0,1,3.67,1,3000,1000,,
197027,186,81.18%,Four or more years,Public,Master^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Very high undergraduate,Metropolitan Statistical Area,12.84%,515.94163424,7.98%,6.13%,255.49416342,0,0,0,0,0,780,0,0,0,0,1,1.0228855721,1,0,0,,
197036,1241,83.56%,Four or more years,Public,Bachelor^s degree,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
197045,645,60.00%,Four or more years,Private not-for-profit,Doctor^s degree,City: Small,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,68.85%,7394.0893127,31.24%,66.70%,6903.9736603,0,0,0,0,22314,950,0,0,0,0,1,3.1943907157,2,5742,6830,,
197133,667,92.50%,Four or more years,Private not-for-profit,Master^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,62.63%,29948.271869,21.40%,43.16%,2056.0287474,0,0,0,0,61940,930,0,0,0,0,1,0.9946895425,2,0,0,114759.74275,4.4
197142,103,34.95%,Four or more years,Private not-for-profit,Bachelor^s degree,City: Small,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,97.64%,14400.692913,67.52%,70.87%,4763.5826772,0,0,0,0,24700,1200,0,0,0,0,0,,3,0,0,,
197151,747,73.90%,Four or more years,Private for-profit,Master^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,89.85%,9698.8317669,16.67%,27.73%,1943.7324561,0,0,0,0,45000,0,0,0,0,0,1,2.9230769231,3,18700,0,,
197197,414,71.74%,Four or more years,Private not-for-profit,Doctor^s degree,City: Large,"Degree-granting, primarily baccalaureate or above",High undergraduate,Metropolitan Statistical Area,98.48%,28876.419963,20.27%,56.91%,4108.4120511,0,0,0,0,48730,1600,0,0,0,0,1,1.0938748336,2,8900,6080,71210.721739,7.1
197221,26,76.92%,Four or more years,Private not-for-profit,Bachelor^s degree,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,100.0%,54045.643564,6.93%,16.83%,938.11881188,0,0,0,0,53470,2985,0,0,0,0,1,0.9181818182,1,0,0,,
197230,169,55.03%,Four or more years,Private not-for-profit,Bachelor^s degree,Rural: Distant,"Degree-granting, primarily baccalaureate or above",Exclusively undergraduate four-year,Micropolitan Statistical Area,98.88%,25205.89916,52.10%,80.67%,5199.8459384,0,0,0,0,30950,1500,0,0,0,0,1,0.8076923077,1,11800,3000,63373.862069,6.2
197285,27,59.26%,Four or more years,Private for-profit,Bachelor^s degree,City: Small,"Degree-granting, not primarily baccalaureate or above",Exclusively undergraduate four-year,Metropolitan Statistical Area,87.47%,10022.942184,67.02%,62.42%,4043.891863,0,0,0,0,21060,1350,0,0,0,0,0,,3,0,0,,
197294,,,At least 2 but less than 4 years,Public,Associate^s degree,Suburb: Large,"Degree-granting, associate^s and certificates",Exclusively undergraduate two-year,Metropolitan Statistical Area,41.22%,2373.7714456,31.54%,4.20%,215.38185068,0,0,0,0,4730,644,1,7040,0,0,0,,3,0,0,,
197337,,,Less than 2 years (below associate),Private for-profit,"At least 1, but less than 2 academic yrs",Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,
197531,,,At least 2 but less than 4 years,Private not-for-profit,"At least 2, but less than 4 academic yrs",Rural: Distant,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",Metropolitan Statistical Area,98.92%,10340.335484,42.80%,46.24%,2669.3978495,0,0,0,0,9764,1440,0,0,0,0,1,0.5841708543,1,0,0,,
